Session_FinalSessionNumber	Session_Clientid	Session_Title	Slot_Date	 Slot_StartTime	Slot_EndTime	Session_CECredit	Session_Withdrawn	Session_SubTitle	Session_VerificationLevel	Property_Name	Room_Name	Session_Award	Program_Code
TH08	13231	Advocacy for the Young Surgeon	10/19/2016	7:00 AM	7:45 AM	0	N	This Town Hall Meeting will help young surgeons understand the importance of advocacy and help them get started on their advocacy journey. Legislators and Lobbyists will be present to answer participants' questions.    CME is not given for attendance at Town Hall Meetings.  No formal presentations are made neither is audience response equipment provided.		Washington DC Convention Center	202 B		2016_th
TH09	13233	American College of Surgeons and the Electronic Health Record (EHR)	10/19/2016	7:00 AM	7:45 AM	0	N	In this town hall meeting we will invite all the practicing surgeons to bring forth their concerns and ideas regarding the role of the EHR. At the fore of the town hall will be experts to facilitate the discussion and provide suggestions regarding possible solutions that already exist or create working plans for universal problems that need a solution.    CME is not given for attendance at Town Hall Meetings.  No formal presentations are made neither is audience response equipment provided.		Washington DC Convention Center	206		2016_th
TH10	13237	The Role of Simulation in International Surgical Education	10/19/2016	7:00 AM	7:45 AM	0	N	The goal of this Town Hall Meeting is to a) identify different models of simulation including the newer ones b) stress the value of simulation as part of a quality-driven and cost-conscious system c) evaluate how they can be an integral part of surgical education d) see how they can be used to promote and help surgical education on an international level including underserved or developing areas/countries. Existing programs will be discussed with regard how to expand them or learn from them as well as ways that the ACS through cooperation of different committees (i.e. education and international) promote these initiatives as part of the ACS 'going global'.    CME is not given for attendance at Town Hall Meetings.  No formal presentations are made neither is audience response equipment provided.		Washington DC Convention Center	207A		2016_th
TH11	13469	Appendectomy vs. Antibiotics-The First American Randomized Trial	10/19/2016	7:00 AM	7:45 AM	0	N	For the past 130 years appendectomy has been the standard treatment for appendicitis. Recent studies from Europe have challenged the notion that surgery is the best option showing that antibiotics alone can treat appendicitis without a need for appendectomy in as many as 3 out of 4 patients and without safety issues for up to one year of follow up.  Despite these results it remains to be determined if the antibiotic strategy is as good as an appendectomy for the outcomes that most patients care about.  The PCORI-funded Comparison of Outcomes of Drugs and Appendectomy (CODA) trial will be the first American and largest-ever randomized trial of the issue and its results should help surgeons and patients make more informed healthcare decisions		Washington DC Convention Center	207B	N	2016_th
TH12	13239	Trauma Systems: 2016 Controversies and Solutions	10/20/2016	7:00 AM	7:45 AM	0	N	This Town Hall will provide an update on the issues from the systems perspective.  With rapid emergence of trauma centers that is not well regulated what are the consequences?  Is there too much of a good thing and will it hurt the academic programs?  A systematic review from air transport systems and pre-hospital systems to building an inclusive system or an exclusive system in the United States with current trends and data on what works and what does not.  Opportunities for ongoing trauma system development will be discussed.    CME is not given for attendance at Town Hall Meetings.  No formal presentations are made neither is audience response equipment provided.		Washington DC Convention Center	201		2016_th
TH13	13241	The Aging Surgeon	10/20/2016	7:00 AM	7:45 AM	0	N	Town Hall discussion of the ACS position statement on the Aging Surgeon including representatives from the Advisory Councils.    CME is not given for attendance at Town Hall Meetings.  No formal presentations are made neither is audience response equipment provided.		Washington DC Convention Center	202 A		2016_th
TH14	13243	How to set up a Lung Cancer Screening Program at Your Institution	10/20/2016	7:00 AM	7:45 AM	0	N	Lung cancer screening with low dose CT scans has a very clear impact on disease specific mortality.  The process of setting up a screening program has some very specific needs including well-defined process requirements needed for Medicare reimbursement.  In addition unlike breast or prostate screening lung cancer screening will require a method for disposition of patients who have unrelated diagnoses identified during the screening process.  The above issues as well as the basic mechanics of setting up the program will be reviewed in this session.    CME is not given for attendance at Town Hall Meetings.  No formal presentations are made neither is audience response equipment provided.		Washington DC Convention Center	202 B		2016_th
TH15	13245	Autonomy: The Secret Recipe for Surgical Education	10/20/2016	7:00 AM	7:45 AM	0	N	The importance of autonomy in the latter parts of surgical training has never been more evident.  The lack of autonomy is perhaps one of the most concerning aspects of today's surgical education.  This town hall will discuss the latest proposed changes to help improve autonomy in training.  Further it will define models that will help foster autonomy within the current medical-legal environment.    CME is not given for attendance at Town Hall Meetings.  No formal presentations are made neither is audience response equipment provided.		Washington DC Convention Center	206		2016_th
TH16	13247	Advocacy for ACS in Washington: Achievements for Surgeons and Their Patients	10/20/2016	7:00 AM	7:45 AM	0	N	This session will provide attendees an opportunity to learn of the multiple activities of the Washington staff.  In particular the session will provide an update on the work of the Health Policy Advisory Group (HPAG) the Legislative Committee and the Coding and Reimbursement Committee.  Members of the ACS Washington staff will be present to answer questions and hear concerns from the audience.		Washington DC Convention Center	207A		2016_th
TH17	13249	The American College of Surgeons National Surgical Quality Improvement Program: What Is It Doing For You Today?	10/20/2016	7:00 AM	7:45 AM	0	N	ACS NSQIP is a multi-specialty validated risk-adjusted outcomes database that promotes surgical quality evaluation and improvement. The program uses clinical data and has been demonstrated to significantly improve surgical patient outcomes in participating hospitals. This town hall meeting will share how hospitals can become quality leaders by participating in ACS NSQIP and implement positive cultural change and quality improvement initiatives within the hospital setting. A discussion and question/answer period will be included in this session.  CME is not given for attendance at Town Hall Meetings.  No formal presentations are made neither is audience response equipment provided.		Washington DC Convention Center	207B		2016_th
TH18	13229	A New Era for Global Surgery	10/20/2016	7:00 AM	7:45 AM	0	N	The initiatives by the World Health Organization (WHO) and by several surgical associations including the ACS have stressed the fact that surgery is a main part of global humanitarian care as basic surgical procedures (appendectomy cholecystectomy C-section etc. ) are a necessity and a way to avoid unnecessary deaths rather than a luxury. The ACS with its global reach should identify ways to take an active lead in this effort by (the following are examples): a) creating educational skill-based modules that can be used in underserved areas/countries b) identifying possible cooperations with other associations such as the WHO or the Medecins Sans Frontiers.  As part of this Town Hall international members of the ACS can present their experiences and offer valuable insights.    CME is not given for attendance at Town Hall Meetings.  No formal presentations are made neither is audience response equipment provided.		Washington DC Convention Center	102		2016_th
TH19	13503	Use and Abuse of Opioids in the Surgical Practice	10/18/2016	7:00 AM	7:45 AM	0	N	Unintentional death from opioid overdose is increasingly common.  More than 165 000 people died from opioid overdoses from 1999-2014.  As a result there is increasing scrutiny of opioid prescriptions by physicians.  Knowledge and skill in pain management is a core competency for all surgeons since adequate pain control is central to good patient care.  However there is increasing tension between the need to balance adequate pain control while guarding against inappropriate opioid use and abuse.  The purpose of this town hall discussion is to provide a venue for surgeons to discuss current challenges and approaches to adequately meeting the need for adequate pain control in their patients while ensuring they are in compliance with current prescribing regulations.		Washington DC Convention Center	206		2016_th
VE01	12703	Colon and Rectal Surgery I	10/17/2016	9:45 AM	1:00 PM	3	N			Washington DC Convention Center	207B	Y	2016_ve
VE02	12731	General Surgery I	10/17/2016	9:45 AM	1:00 PM	3	N			Washington DC Convention Center	207A	Y	2016_ve
VE03	12751	Subject-oriented Symposium I:  Novel Interventions in Bariatric Surgery	10/17/2016	11:30 AM	1:00 PM	1.5	N			Washington DC Convention Center	206	Y	2016_ve
VE04	12743	Orthopaedic Surgery	10/17/2016	2:30 PM	4:00 PM	1.5	N			Marriott Marquis Washington DC	Marquis Ballroom Salon 5	Y	2016_ve
VE05	12745	Otolaryngology - Head and Neck Surgery	10/17/2016	2:30 PM	4:00 PM	1.5	N			Washington DC Convention Center	206	Y	2016_ve
VE06	13570	General Surgey IV	10/17/2016	2:30 PM	4:00 PM	1.5	N			Washington DC Convention Center	207B	N	2016_ve
VE07	12707	Challenging and Unusual Problems in Surgery	10/17/2016	2:30 PM	5:45 PM	3	N			Washington DC Convention Center	207A	Y	2016_ve
VE08	12727	Clinical Workshop through Video	10/17/2016	6:30 PM	8:30 PM	2	N			Marriott Marquis Washington DC	Marquis Ballroom Salon 5	N	2016_ve
VE09	12717	Pancreas Surgery	10/18/2016	8:00 AM	9:30 AM	1.5	N			Washington DC Convention Center	207A	Y	2016_ve
VE10	12713	International Video Session	10/18/2016	8:00 AM	11:15 AM	3	N			Washington DC Convention Center	206	Y	2016_ve
VE11	12765	Hepatobiliary Surgery I	10/18/2016	9:45 AM	11:15 AM	1.5	N			Washington DC Convention Center	207A	Y	2016_ve
VE12	12715	Neurological Surgery	10/18/2016	9:45 AM	11:15 AM	1.5	N			Marriott Marquis Washington DC	Marquis Ballroom Salon 5	Y	2016_ve
VE13	12737	Obstetrics and Gynecology	10/18/2016	9:45 AM	11:15 AM	1.5	N			Washington DC Convention Center	143 A	Y	2016_ve
VE14	12749	Subject-oriented Symposium II:  Complex Endocrine Neck Surgery	10/18/2016	9:45 AM	11:15 AM	1.5	N			Washington DC Convention Center	207B	Y	2016_ve
VE15	12739	Icons in Surgery I	10/18/2016	11:30 AM	12:30 PM	1	N			Washington DC Convention Center	207B	N	2016_ve
VE16	12699	Cardiothoracic Surgery	10/18/2016	12:45 PM	2:15 PM	1.5	N			Washington DC Convention Center	206	Y	2016_ve
VE17	12705	Colon and Rectal Surgery II	10/18/2016	12:45 PM	4:00 PM	3	N			Washington DC Convention Center	207A	Y	2016_ve
VE18	12841	Controversies in General Surgery	10/18/2016	12:45 PM	4:00 PM	3	N			Marriott Marquis Washington DC	Marquis Ballroom Salon 5	Y	2016_ve
VE19	12701	Thoracic Surgery	10/18/2016	2:30 PM	4:00 PM	1.5	N			Washington DC Convention Center	206	Y	2016_ve
VE20	12733	General Surgery II - Oncology	10/18/2016	2:30 PM	5:45 PM	3	N			Washington DC Convention Center	207B	Y	2016_ve
VE21	12763	Best Videos from the Past	10/18/2016	6:30 PM	8:30 PM	2	N			Marriott Marquis Washington DC	Marquis Ballroom Salon 5	N	2016_ve
VE22	12729	Endocrine Surgery	10/19/2016	9:45 AM	11:15 AM	1.5	N			Washington DC Convention Center	207B	Y	2016_ve
VE23	12753	Subject-oriented Symposium III:  Management of Complications in Gastrointestinal Surgery	10/19/2016	9:45 AM	11:15 AM	1.5	N			Washington DC Convention Center	207A	Y	2016_ve
VE24	12761	Urological Surgery	10/19/2016	9:45 AM	11:15 AM	1.5	N			Washington DC Convention Center	143 A	Y	2016_ve
VE25	12711	Vascular Surgery	10/19/2016	9:45 AM	11:15 AM	1.5	N			Washington DC Convention Center	206	Y	2016_ve
VE26	12741	Icons in Surgery II	10/19/2016	11:30 AM	12:30 PM	1	N			Washington DC Convention Center	206	N	2016_ve
VE27	12757	Subject-oriented Symposium IV:  Atlas Showcase:  Colon and Rectal Surgery Volume	10/19/2016	12:45 PM	2:15 PM	1.5	N			Washington DC Convention Center	143 A	N	2016_ve
VE28	12735	General Surgery III - Hernia	10/19/2016	12:45 PM	4:00 PM	3	N			Washington DC Convention Center	207A	Y	2016_ve
VE29	12759	Surgical Cases in Trauma	10/19/2016	12:45 PM	4:00 PM	3	N			Washington DC Convention Center	207B	Y	2016_ve
VE30	12709	Pediatric Surgery	10/19/2016	2:30 PM	5:45 PM	3	N			Washington DC Convention Center	206	Y	2016_ve
VE31	12767	Hepatobiliary Surgery II	10/20/2016	8:00 AM	9:30 AM	1.5	N			Washington DC Convention Center	206	Y	2016_ve
VE32	12719	Bariatric Surgery	10/20/2016	8:00 AM	11:15 AM	3	N			Washington DC Convention Center	207B	Y	2016_ve
													
													
